id_unidade;nome;latitude;longitude;total_retirado
91;UBS CHÁCARA SANTO ANTONIO - DR. MARCILIO DE ARRUDA PENTEADO FILHO;-23,635347;-46,699055;345208
103;UBS CONJUNTO DO IPESP;-23,465013;-46,605088;345181
252;UBS JARDIM VERA CRUZ - PERDIZES;-23,538547;-46,689125;342171
296;UBS PARQUE IMPERIAL - MANOEL ANTONIO DA SILVA SARAGOÇA;-23,628014;-46,635997;342074
86;UBS CHORA MENINO;-23,494493;-46,63771;338780
248;UBS JARDIM THOMAS;-23,673886;-46,756184;334248
422;UBS VILA TEREZINHA;-23,458762;-46,696421;331036
270;UBS MOINHO VELHO;-23,49501;-46,712601;328647
147;UBS JARDIM BANDEIRANTES;-23,542442;-46,392748;326450
235;UBS JARDIM SELMA - CIDADE ADEMAR;-23,690201;-46,657098;323930
141;UBS ITAIM PAULISTA - DR. JÚLIO DE GOUVEIA;-23,494437;-46,400525;320747
271;UBS MOINHO VELHO II;-23,612417;-46,603797;317174
243;UBS JARDIM SÃO CARLOS - CIDADE ADEMAR;-23,682114;-46,658693;315734
165;UBS JARDIM DAS LARANJEIRAS - SÃO MATEUS;-23,594763;-46,437092;313910
120;UBS DR. WALTER ELIAS - CASA VERDE BAIXA;-23,509428;-46,663986;311895
408;UBS VILA PRAIA -VITORIO ROLANDO BOCCALETTI;-23,617277;-46,745817;308258
220;UBS JARDIM POPULAR - DR. MATHEUS SANTAMARIA;-23,516832;-46,506484;307537
125;UBS ENGENHEIRO TRINDADE;-23,511038;-46,550718;303734
109;UBS DOMINGOS MANTELLI;-23,47031;-46,721269;301364
117;UBS DR. MANOEL JOAQUIM PÊRA;-23,553716;-46,691135;300101
159;UBS JARDIM COPA - MATHILDE DE AQUINO DINIZ;-23,56238;-46,457392;300043
414;UBS VILA RENATO - MARIA DAS GRAÇAS DA SILVA;-23,617572;-46,506963;299249
290;UBS PARQUE DAS FLORES;-23,640309;-46,446134;298189
369;UBS VILA DIONISIA II;-23,467752;-46,658868;296239
115;UBS DR. JOSÉ DE BARROS MAGALDI;-23,587425;-46,685298;295376
184;UBS JARDIM HELGA;-23,641306;-46,771444;291830
374;UBS VILA ESPERANÇA - DR. EMILIO SANTIAGO DE OLIVEIRA;-23,523484;-46,526283;285783
130;UBS GLEBA DO PÊSSEGO - VICENTE FIUZA DA COSTA;-23,58411;-46,448888;284019
228;UBS JARDIM ROSINHA;-23,439017;-46,802059;281849
328;UBS SANTO ELIAS;-23,495945;-46,750013;272021
272;UBS MORADA DO SOL;-23,431628;-46,781497;266557
309;UBS PASTORAL;-23,61398061;-46,51704677;265793
332;UBS SILMARYA REJANE M.DE SOUZA;-23,455186;-46,699533;263901
176;UBS JARDIM FLOR DE MAIO;-23,431138;-46,574924;261815
392;UBS VILA MANGALOT;-23,495252;-46,745278;260564
81;UBS CASA VERDE;-23,504473;-46,660066;260008
291;UBS PARQUE DO LAGO;-23,716695;-46,77759;258487
404;UBS VILA OLIMPIA - MAX PERLMAN;-23,592681;-46,671278;258075
265;UBS MAR PAULISTA;-23,696717;-46,662911;257973
48;"AMA/UBS VILA PALMEIRAS ";-23,494637;-46,685276;253325
58;"CS ESCOLA SAMUEL BARNSLEY PESSOA ";-23,568572;-46,71666;253207
61;UBS ALPES DO JARAGUÁ;-23,446884;-46,753735;251481
195;UBS JARDIM KERALUX;-23,484548;-46,498207;249321
122;UBS ELISA MARIA II - DR CAMILO CRISTOFARO MARTINS;-23,45183691;-46,67615476;249117
167;UBS JARDIM DAS PEDRAS;-23,419153;-46,590344;245969
173;UBS JARDIM EMBURA;-23,880577;-46,741822;245586
75;UBS CAJU;-23,54479;-46,753424;241846
331;UBS SHANGRILA/ELLUS;-23,766552;-46,667833;241177
102;UBS CONJUNTO AE CARVALHO;-23,526159;-46,459708;237398
145;UBS JARDIM APURÁ;-23,710727;-46,653086;236446
269;UBS MENINÓPOLIS - DR. MARIO FRANCISCO NAPOLITANO;-23,620658;-46,687915;233938
416;UBS VILA ROSCHEL;-23,841449;-46,737013;230610
283;UBS PARAISÓPOLIS II;-23,612094;-46,726194;229200
244;UBS JARDIM SÃO FRANCISCO I;-23,497664;-46,530285;224874
254;UBS JARDIM VITÓRIA;-23,5874;-46,38685;220979
439;UPA SANTO AMARO - DR JOSÉ SYLVIO DE CAMARGO;-23,65164;-46,704757;217333
385;UBS VILA IPOJUCA - WANDA COELHO DE MORAES;-23,531985;-46,701094;216172
84;UBS CAXINGUI - NANCI ABRANCHES;-23,579105;-46,714944;215484
326;UBS SANTA MADALENA;-23,615366;-46,510667;214939
196;UBS JARDIM LAPENNA;-23,487296;-46,449255;208985
278;UBS NOVA ESPERANÇA PAULISTANO II;-23,454654;-46,710765;205632
134;UBS HORTO FLORESTAL;-23,461817;-46,629735;193779
348;UBS VILA ANASTÁCIO;-23,515732;-46,722818;181390
393;UBS VILA MARCELO;-23,788066;-46,722185;180923
434;UPA PEDREIRA - DR. CESAR ANTUNES DA ROCHA;-23,695049;-46,676624;175439
237;UBS JARDIM SILVEIRA;-23,850459;-46,712957;167945
277;UBS NOVA AMÉRICA;-23,868856;-46,678047;161158
59;UBS ALCINA PIMENTEL PIZA;-23,768775;-46,649174;138556
437;UPA RIO PEQUENO;-23,576263;-46,765363;124641
85;UBS CHACARA DO SOL;-23,779913;-46,674141;123557
267;UBS MARSILAC;-23,90651;-46,70776;85184
246;UBS JARDIM SÃO NORBERTO;-23,817552;-46,705326;39414
431;UPA JARDIM PERI;-23,467309;-46,667498;4982
435;UPA PERUS - DR. LUIZ ANTONIO DE ABREU SAMPAIO DORIA;-23,400544;-46,746767;67
436;UPA PIRITUBA;-23,484607;-46,727648;60
428;UPA JABAQUARA;-23,65314619;-46,64529338;57
426;UPA CARRÃO - MASATAKA OTA;-23,550048;-46,53387825;29
443;UBS JARDIM COLOMBO;-23,601797;-46,727934;10
430;UPA JARDIM HELENA;-23,479009;-46,419588;1
444;UPA CIDADE TIRADENTES;-23,571717;-46,403307;0
